question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you write a Dockerfile to build an image?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a Dockerfile to build an image?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a program to solve the balanced parentheses problem.,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a program to solve the balanced parentheses problem.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What kind of isolation is provided in containers?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What kind of isolation is provided in containers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the architecture of Kubernetes and its components?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the architecture of Kubernetes and its components?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain machine learning and deep learning concepts?,Solutions Engineer,Solutions Architect,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain machine learning and deep learning concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how you would determine if a string is a palindrome?,Systems Engineer,Senior Systems Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how you would determine if a string is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find a palindromic substring in a given string without using Manacher's algorithm?,Systems Engineer,Senior Systems Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you find a palindromic substring in a given string without using Manacher's algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to reverse a string without using built-in functions?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to reverse a string without using built-in functions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between Containers and Virtual Machines?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between Containers and Virtual Machines?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you determine the largest palindrome of a number that can be obtained by multiplying two 3 digit numbers?,Software Engineer,Senior Software Engineer,NVIDIA,2020,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you determine the largest palindrome of a number that can be obtained by multiplying two 3 digit numbers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide examples of programming questions related to sub arrays?,Software Engineer,Software Engineer(Internship),NVIDIA,2021,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you provide examples of programming questions related to sub arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you know if a product is well designed?,Product Manager,Technical Product Manager,NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you know if a product is well designed?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Pick a product and explain how you would improve it, discussing the implications of those changes.",Product Manager,Technical Product Manager,NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Pick a product and explain how you would improve it, discussing the implications of those changes.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you provide an example of a time when you needed to balance multiple priorities? How did you prioritize?,Product Manager,Technical Product Manager,NVIDIA,2023,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you provide an example of a time when you needed to balance multiple priorities? How did you prioritize?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
